----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id            Marker lineage            # genomes   # markers   # marker sets    0     1     2    3    4    5+   Completeness   Contamination   Strain heterogeneity  
  bin.6       f__Rhizobiaceae (UID3563)           81         808           337         24   776    8    0    0    0       98.64            1.17               0.00          
  bin.40      g__Burkholderia (UID4006)           64         769           248         22   732    15   0    0    0       98.59            1.80               0.00          
  bin.32    f__Flavobacteriaceae (UID2817)        81         511           283         10   501    0    0    0    0       98.59            0.00               0.00          
  bin.82    f__Burkholderiaceae (UID4003)         91         596           218         21   574    1    0    0    0       98.57            0.08               0.00          
  bin.80       g__Pseudomonas (UID4550)           78         1044          368         12   1027   5    0    0    0       98.44            0.54               0.00          
  bin.53      g__Burkholderia (UID4006)           64         769           248         21   747    1    0    0    0       98.39            0.40               0.00          
  bin.10         k__Bacteria (UID203)            5449        104            58         1     91    12   0    0    0       98.28            3.45              100.00         
  bin.38    f__Flavobacteriaceae (UID2817)        81         511           283         48   458    5    0    0    0       97.89            0.66               0.00          
  bin.41     o__Burkholderiales (UID4105)         54         553           264         19   533    1    0    0    0       97.66            0.02               0.00          
  bin.59    f__Burkholderiaceae (UID4003)         91         596           218         49   541    6    0    0    0       97.43            0.62               0.00          
  bin.46    f__Xanthomonadaceae (UID4214)         55         659           290         33   621    3    2    0    0       97.04            1.32               0.00          
  bin.31     o__Actinomycetales (UID1696)        455         315           190         9    303    3    0    0    0       96.84            1.32               0.00          
  bin.50       g__Pseudomonas (UID4576)           50         1090          364         52   1030   8    0    0    0       96.26            0.87               0.00          
  bin.27   c__Alphaproteobacteria (UID3305)      564         345           228         41   301    2    1    0    0       95.53            1.32               0.00          
  bin.11      g__Streptomyces (UID2055)           49         577           284         27   545    5    0    0    0       94.96            1.10              20.00          
  bin.2    c__Deltaproteobacteria (UID3216)       83         247           155         10   226    10   1    0    0       94.19            7.12               7.69          
  bin.45     o__Burkholderiales (UID4002)        107         574           251        106   462    6    0    0    0       84.07            0.87               0.00          
  bin.85     f__Micrococcaceae (UID1623)          39         457           218         73   383    1    0    0    0       82.31            0.15               0.00          
  bin.35     o__Burkholderiales (UID4002)        107         573           251        201   371    1    0    0    0       62.94            0.20               0.00          
  bin.71       o__Rhizobiales (UID3449)          345         431           258        162   268    1    0    0    0       60.67            0.19               0.00          
  bin.49    f__Burkholderiaceae (UID4003)         91         596           218        260   333    3    0    0    0       56.45            0.52               0.00          
  bin.63         k__Bacteria (UID203)            5449        103            57         54    32    17   0    0    0       35.09            7.89              94.12          
  bin.51         g__Bacillus (UID864)             93         711           241        587   123    1    0    0    0       14.98            0.01               0.00          
  bin.34         k__Bacteria (UID203)            5449        104            58         97    7     0    0    0    0       10.34            0.00               0.00          
  bin.48         k__Bacteria (UID203)            5449        104            58         97    7     0    0    0    0        8.62            0.00               0.00          
  bin.14         k__Bacteria (UID203)            5449        103            57         90    13    0    0    0    0        8.18            0.00               0.00          
  bin.16      g__Burkholderia (UID4006)           64         769           248        747    22    0    0    0    0        1.33            0.00               0.00          
  bin.9       g__Burkholderia (UID4006)           64         769           248        748    21    0    0    0    0        1.22            0.00               0.00          
  bin.94             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
  bin.91             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
  bin.73             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
  bin.69             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
  bin.68             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
  bin.66             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
  bin.65             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
  bin.54             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
  bin.52             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
  bin.5              root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
  bin.44             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
  bin.29             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
  bin.21             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
  bin.17             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
  bin.12             root (UID1)                 5656         56            24         56    0     0    0    0    0        0.00            0.00               0.00          
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------
